hate+offensive_count,non-hate_count,class,tweet
3,0,1,jacquelin 2015 care say call someon bitch still call someon name
3,0,1,jacquibre sink level special kind bitch conserv tribun
3,0,1,jaezona knew gettin pussi later yakk look stone hell http zw8x7yrmi8
3,0,1,jaimescudi fuck bitch
3,0,1,jaimescudi lmao fuck bitch ima whoop like yesterday tri updat roster
3,0,1,jakeysinclair kamenmyp puff pass porn tablet run bitch assless chap swear cathol
1,0,1,jakiekoelewijn nigga bitch fuck cracker get gay ass mention
3,0,1,jalenwanna bad bitch
6,0,1,janisjayi real gangster knoww nate aint never love hoe
2,1,1,jaredlikelndn monkey dong
2,0,1,jasmyncynique ozzi garza bitch subtweet
3,0,1,jasongregory674 devondude1234 hot lad fuck yeah hot big blk boot scalli lad would get
0,3,0,jasonjwild 4th incomplet slant look like better option shame 8217 youth amp lack trust go
3,0,1,jaspen7 dumb hoe haha alreadi lost thing gave today 128557
2,1,1,jaspen7 haha hoe hard nigga stoooon lol
3,0,1,jaureguisturnt bitch smell like fart holdin sinc 5th grade
3,0,1,jay ibarra95 bad bitch shit forev 128123 128520
3,0,1,jay ibarra95 uhh bitch never overplay itv
2,0,1,jayboogi yeah nigga straight bitch
3,0,1,jaymohr37 yeah one want follow gotta work bitch
1,0,1,jayswaggkillah fag
2,0,1,jayswaggkillah fag
3,0,1,jazminesmazmin dyke even human tbh like empow dress like man like bitch alien shit
3,0,1,jazminesmazmin bitch tryna step http xkch9wjuag
1,2,0,jazqui partial glad say kermit frog slip kermit voic well
3,0,1,jballinbutts420 sameee bitch asss lol
3,0,1,jcharles25 tkelc tryna fuck bitch game nah
1,0,1,jdickerson scottpelley bobschieff racist ntx trash norahodonnel hate see particular man butler
2,0,1,jdimenstein jagexlyon yeah get troubl less percent chanc mistak fuck retard
1,2,0,jeffgill24 hey teabagg bohner said got want sequest sound like moron everyon know lie
3,0,1,jeffjam toddgunt cgoodwoman els teacher constant bitch pay
3,0,1,jehse got bitch though
3,0,1,jemelehil 8ironz85 said let man punch pussi long make cum
3,0,1,jenlanaex3 scare pussi
2,0,1,jennaferjenbub nice profil pic fag
3,0,1,jennahnorberg alway call away need nig
3,0,1,jennahnorberg retard lol
2,1,1,jennahnorberg ehh tough yeah lol cours niglet
1,0,1,jennybaqu term like honkey cracker peckerwood stereotyp white peopl fuck kid sister racist sweet
3,0,1,jennydigi pussi put ass sleep call nyquil
1,2,0,jermhudson lanele123 way dude fat diet twinki devil breakfast taco miss breakfast taco 128514
3,0,1,jeronimosolano pussi talk friend seem hard
4,0,1,jerryrscuba bare ass cunt hear
3,0,1,jerseyzbest74 aye hoe
2,1,1,jesjosi eff dem hos
0,3,0,jesseleesoff total smell like browni everi day walk work
0,3,0,jessespector bird hat everi hat
0,3,0,jessespector bird hat hat hat beat
1,2,0,jessicacassell1 find new hillbilli spiritweek
0,3,0,jessitron bsilverstrim77 fact start profit univers would sole requir graduat
0,3,0,jesslaw actual go see yanke game weird sound uncl hous hour away
1,2,0,jesstoth could get match burner phone ghetto fab month
2,0,1,jezzzz shitpussiessay jessica afraid slit throat tomorrow
3,0,1,jimachterfeld dan bernstein fuckin pussi make fun peopl day radio someon call creep block
0,0,0,jimachterfeld joeo670 dan bernsein bernstin chi sox jew fag
3,0,1,jimachterfeld mattabbatacola like said pussi
3,0,1,jkatz kayle binion14 bitch 128534
3,0,1,jkfldghi huntermoor long titti nippl havin ass bitch
3,0,1,jmac brocklesnitch least one dude gut like opinion qquit bitch keep scroll 128076
1,0,1,jmellor432 fag
3,0,1,jocsoriano ima call differ number cuz mom still sum hoe shit
2,1,1,joeylattim mawson38 americ00n joey retard defens allow avg like point realli need
1,0,1,joeylattim mawson38 americ00n that root team hate banwagon retard differ favorit
3,0,1,joeylattim ill fuck merk bitch dude dont fuck
3,0,1,joeylattim welcom bitch
1,2,0,joeysulipeck myfoxmemphi minut red yellow rent sign reg ppl start sell move
1,0,1,joh2guy love racism blame whitey everyth mention bet white man put desert tortois bundyranch
6,0,1,johnwel fuck hoe hoe
3,0,1,jokersupd pleas like snob elissa rich bitch suck
3,0,1,jon wayn mile better call kid pussi
3,0,1,jonnnycashh pussi
3,0,1,jonnytooswollen bitch
0,3,0,jonsweetheart argi
2,1,1,jordan536633 heydenbunsyolo bird lovin bitch huh nigga gonna damn thing sir page forgot
2,0,1,jordan536633 heydenbunsyolo bird lovin shut cracker jack buck teeth ass nativ nigga best kind
0,3,0,jordan lure natalieschroy nat 128514 128514 def shiner
1,2,0,josephljenkin heard hillbilli grumbl bug wors recent year mic shutdown
2,0,1,josh helton xbox live fag
3,0,1,josh sclafani also better littl bitch
0,3,0,joshbuddi blue chees cracker intrigu repuls time
1,0,1,joshgnf brana define808 ironbjk mrjstn shut faggot get diseas overus twitter
3,0,1,joshkline1992 nig nog
3,0,1,joshmtz1199 bitch starv
3,0,1,jqualley beautifulkeezi bitch yesssss make girl mad 128514 128514
3,0,1,jrlikeswhiski zwithr nickehlers01 could handl iowa pussi kitti kitti kitti http 1anmkm4o9i
0,3,0,jrlikeswhiski zwithr stegosaurus hiss like snake pterodactyl sound like crow rex like cross parrot eleph
5,1,1,jrsmith12 jaynovel let hoe great
3,0,1,jshcalderon lmfaoooo tryna see mani hoe lure
0,3,0,jsimsrom guy main coon total cuddl bum everi one ever met super friend
2,1,1,jstewcoolcat fag lol
6,0,1,jthomas309 destrothenobl nekolin get ass pound amp love done gay whiney bitch next
3,0,1,jtrimbl3 real lil bitch
3,0,1,juiccey understand everyon love pussi
2,1,1,juicygeni quot tag bitch
3,0,1,juicygeni bad bitch roe amp flightrisk
0,0,0,jumpmastere8 dmcgowen1776 visitorvisit retard
1,2,0,juniorshabidoo also nack autocorrect chang put phone trash go sleep
2,0,1,jusfinlbieb honest fuck whoever agre bitch ass nigga never go get tupac level
0,1,0,joshin7 fag
3,0,1,priss understand stop vent bitch give much insight life amp peopl deserv
3,0,1,justezzze noleydunlap would want girl stand man bitch let
2,0,1,justezzze swear straight bitch
3,0,1,justezzze annoy ass fuck boy could still meet fight somwher els shut bitch shit fuck boy
2,0,1,justezzze bitch fuck nigga
3,0,1,justezzze bitch look like one charact sesam street ugli ass
3,0,1,justezzze nigga bitch talk bout box read
3,0,1,justezzze wtf tryna bitch
2,0,1,justezzze nigga fuck champ straight bitch bout shit bitch made
3,0,1,justezzze mama rais bitch right
3,0,1,justezzze fuck ignor talk lot shit someon wanna fight mama rais bitch huh
2,0,1,justinbieb stupid littl cunt thought could get lower dare spit peopl fuck fan
2,0,1,justinbieb fun get deport fuck faggot
3,0,1,justinbieb nice wigger stach
5,0,1,justinclark forgot retard lol lemm break hoe lmao
1,2,0,justinhall3434 god bless whitey sleepin tomorrow
2,0,1,justinmiculka01 edgarguillenjr blakeanderson21 clark6 dalton ryann cjjsanchez delao chris quit bitch
3,0,1,justinmiculka01 hoe trippin bout
3,0,1,justyeahdud tricki nickyh20 put lotion bitch ass nigga
3,0,1,jwill252 got win nicca lmao
3,0,1,jzsuschrist nigger raw
1,2,0,tempsss lol one flavor think yellow idk yea bomb
3,0,1,kaaaytat pussi
3,0,1,kade melton triesto caus drama peopl said call bitch know didnt hahahaaha
3,0,1,kailanle pussi
0,3,0,kamkamluvsblk yeah one call race traitor lol
3,0,1,kampea well know like children murder kind weird would littl bitch twitter list
3,0,1,kannslac said readi bitch okay lmfaoooooooo done
3,0,1,kanyewest tell bitch stop call fam http 6zwo2a5wgi
3,0,1,karazopfi send bitch express mail overnight deliveri
3,0,1,karlamorenoo aha welcom niggah 128520
2,1,1,karlamorenoo dont even trip niggah got lol
2,1,1,karlamorenoo look realest niggah rosecran lol
2,0,1,karlamorenoo niggah niggah lol
2,0,1,karlamorenoo niggah dont know lol dont know life aha
3,0,1,karlieu123 help notic attempt avoid acknowledg hairi pussi
3,0,1,karlieu123 perpetu hairi pussi tho differ stori
6,0,1,karlina mari pussi mine 128514 128526
1,2,0,karmendaniell aka wanna keep warm shoulda introduc coon
1,3,0,karmendaniell let coon great dream
1,0,1,karmendaniell gotta slow coon hrs know love hip hop lebron amp fake love quot
3,0,1,kassidypeek pussi shit
0,3,0,kate beckwith74 judg monkey
3,0,1,katelyn lomax nig 128548
2,1,1,kater tater shine bright like bad bitch
3,0,1,katherinerrrr hoe gon hoe could blame tammi
1,2,0,kathleen hern stink shut hole amp perform trick like good train monkey
2,0,1,kathleenpark washington post call presid ignor ask racist angri bitter bitch look mirror
3,0,1,kathi doermer bitch pleas windsor either way come bring also 127470 127481
3,0,1,katiier nah bitch dykey
3,0,1,kay laa laa know bitch love 128129
3,0,1,kay laa laa bitch know 128129
3,0,1,kay laa laa stand heat get kitchen gratata swag bitch 128526
3,0,1,kay reneaa holi fuck thank hate bitch fuck boyfriend back back like damn call peac pipe
2,0,1,kay reneaa trust tweet like damn fag
3,0,1,kayhay14 bitch back taken
2,0,1,kayliefarm bbluedreamm dare slay ass fruiti quaf tranni
3,0,1,kayliefarm funni blond bitch
0,3,0,kayliefarm hey need foul languag kike
3,0,1,kayliefarm hey fuk hoe prolli alreadi
0,3,0,kaylonnnnn call trash 128522
2,0,1,kaylynkitz yep asshol well littl bitch sure hear wors daili basi
3,0,1,kaymckinneyi suck ass bum ass yanke foh
1,2,0,kayt27 poor coon snow stop wind would might nice well winter
3,0,1,kayylamarieee haha pussi
3,0,1,kayysavag montea rollin know bitch
3,0,1,kayysavag bitch amp wasnt 128514 128557
3,0,1,kayysavag bitch shit soooo funni 128553 128128 128557
3,0,1,kayysavag bitch look surpris asf 128514 128557 mama let drive shit 9995 128514 128557
0,4,0,kboyde like worst lyric post beauti know talk trash
3,0,1,kcsnowwhite7 samsaunders42 forget nappi head butt ugli bitch marri muslim
0,3,0,keishagreyxxx beauti browni alway daydream would hit powerbal lol nerdi fun
3,0,1,kelli ryaaaan dumb bitch 8th
3,0,1,kel oneil bring bitch
1,0,1,keltor wade nah dude most sound like faggot
3,0,1,kelvinkayyy safe bruv welcum twitter niggur
3,0,1,kenlypl skeetworld iacceptnud wrong skini girl guy want hot sex look good everi fat bitch know
0,3,0,keno law clam chowder must serv bread bowl haha
3,0,1,kenzayy ruga buss bitch bowbow
2,1,1,kenzieblake2015 duh main bitch
0,3,0,kenzieblake2015 pretti easi actual cashier right eat anim cracker lolol
3,0,1,kenzieblake2015 time bonfir saturday hoe
3,0,1,kenzystuart1 hey guy first name fag
5,0,1,keongetsbitch fag 128155
2,0,1,kerrtheresa moder want bitch slap romney hard
3,0,1,keshhh got bitch look like bulldog instead lol
3,0,1,kevkid79 quit hate oyster lookin ass bitch
0,3,0,kfocht735 nope got lucki wash slope gonna make littl rough combin feel fortun today
0,3,0,khamillkilroy 128514 128514 shi glizzi
1,0,1,kiara curri know kid bet funni love black call eachoth ignor nigger make
3,0,1,kieffer jason bitch time
2,0,1,kieffer jason janacek07 nigga stop bitch come high school alreadi said yes
3,0,1,kieffer jason janacek07 fuck fuck song wtf talk yes fuck bitch
3,0,1,kieffer jason kgokey17 plz come realli sick bitch ass talk shit plz come go
2,0,1,kieffer jason nathanndevlin zach smith98 let go happen like pussi ass nigga plano
3,0,1,kieffer jason nathanndevlin zach smith98 bitch plano everi fuck weekend make excus stfu fight
2,0,1,kieffer jason nathanndevlin zach smith98 bitch dumb go someon els told shut shit
3,0,1,kieffer jason nathanndevlin zach smith98 bitch next year come weekend
2,0,1,kieffer jason hunterbuch66 sbsylvest scari ass want see tho stfu talk know pussi boy
2,0,1,kieffer jason hunterbuch66 sbsylvest fuck trailer trash
3,0,1,kieffer jason jayleno barackobama naw realli bitch mean address
3,0,1,kieffer jason sbsylvest hunterbuch66 bitch keep talk
3,0,1,kieffer jason sbsylvest bitch come town east mall bitch fuck boy
4,0,1,kieffer jason sbsylvest bring bitch ass town east mall let know bitch
3,0,1,kieffer jason sbsylvest bring bitch ass town east bitch
2,0,1,kieffer jason sbsylvest call dumb speak shit know noth yea look fuck talk retard
3,0,1,kieffer jason sbsylvest go fight come town east bitch
3,0,1,kieffer jason someon yea true bitch
1,0,1,kieffer jason zach smith98 nathanndevlin fuck still talk shit act like pussi ass nigga
3,0,1,kieffer jason go talk shit anoth state dat pussi shit
2,0,1,kieffer jason heard mama rais like bitch
3,0,1,kieffer jason said name bitch yes fuck boy
2,0,1,kieffer jason lmfao make money duck ass bitch dalla born rais back shit day nigga
3,0,1,kieffer jason real pussi ass nigga would give fuck think lmao stfu
3,0,1,kieffer jason think like pussi boy run mouth back word
3,0,1,kieffer jason fuck bitch real fuck address get bitch blood tell address
3,0,1,kieffer jason done act like littl bitch year old nephew realer scari ass sunset time dumb fuck
3,0,1,kieffer jason go hurt bitch ass feel
2,0,1,kieffer jason stop bitch made nigga man show ass whoop
3,0,1,kieffer jason said like fuck got shit made stfu stop assum bitch ugli
2,0,1,kieffer jason would care bitch ass nigga think understand fuck scari look
3,0,1,kieffer jason got pussi bllod
3,0,1,kieffer jason bitch wanna talk wanna fight pussi ass
3,0,1,kieffer jason bitch phone stfu talk worri make sure show
3,0,1,kieffer jason bitch realli fuck like fuck even talk
3,0,1,kieffer jason bitch fam wtf skrong say shit like get wack ass page lamo
3,0,1,kieffer jason bitch caus want fight show tryna make bet shit get friend ass twitter
3,0,1,kieffer jason bitch discuss shit yesterday time faget
3,0,1,kieffer jason bitch get fuck mean
3,0,1,kieffer jason bitch get life block lame ass
3,0,1,kieffer jason bitch let fight today go bitch think go bitch
3,0,1,kieffer jason bitch meet
3,0,1,kieffer jason bitch say traffic stop bitch stop make excus
3,0,1,kieffer jason bitch thot fake ass nigga box hoe bout noth
3,0,1,kieffer jason bitch describ term
1,0,1,kieffer jason bitch talk stfu get page bitch nigga bout life
3,0,1,kieffer jason bitch show tweet text call ask tryna meet bitch fuck weak
3,0,1,kieffer jason bitch must flew head cuz show plano senior high school plano fuck boy
3,0,1,kieffer jason bitch fuck play would know smoke fuck friend ass nigga
3,0,1,kieffer jason bitch play worri littl faget ass friend vine know nigga vine wtf say
3,0,1,kieffer jason bitch wtf talk still talk shit action thank prove point pussi boy
3,0,1,kieffer jason bitch funni stfu talk part understand
3,0,1,kieffer jason bye bitch
3,0,1,kieffer jason catch hoe saturday meet plano senior high
3,0,1,kieffer jason bitch angri bitch taller older fake ass boy stfu make look like dumbass pussi boyi
1,0,1,kieffer jason let say clear sinc retard ass understand
1,0,1,kieffer jason would know fuck exact wtf got shut retard ass
2,0,1,kieffer jason swear fuck nigga scari littl bitch think game huh
3,0,1,kieffer jason idgaf name scari ass give real address hoe
3,0,1,kieffer jason say sound like littl bitch nag shit
2,0,1,kieffer jason keep talk go make talk go talk like retard
3,0,1,kieffer jason let settl fight stop pussi
0,0,0,kieffer jason lmao dad rais bitch made nigga
3,0,1,kieffer jason meet stop hitch back word pussi
3,0,1,kieffer jason mfka bitch go see funni mother fucker
3,0,1,kieffer jason naw fam aint bitch made nigga gtf shit fuck nigga fam friend ass nigga
3,0,1,kieffer jason nigga went get homeboy text naw bitch
2,0,1,kieffer jason nigga realli dont give fli fuck wanna talk shit back word scratch stop littl bitch
2,1,1,kieffer jason nigga call bitch last time check fuck nigga get ill show real fight like
2,0,1,kieffer jason nigga talk bout school ever choic bitch
0,0,0,kieffer jason lame pussi ass show fuck talk bout scari ass white boy
1,0,1,kieffer jason grade say wise stfu get twitter box simpl ass pussi boy
3,0,1,kieffer jason pussi
2,0,1,kieffer jason pussi nigga term
3,0,1,kieffer jason restricton mean licens revok stop make excus straight bitch
3,0,1,kieffer jason sorri know tell get pussi ass twitter
3,0,1,kieffer jason bring bitch
2,0,1,kieffer jason tool bet want shoot tho pussi ass nigga dem hand tho
3,0,1,kieffer jason feel like dumb ass pussi boy
3,0,1,kieffer jason go get drop bitch fuck nigga got fuck dick
4,0,1,kieffer jason made drive way plano wanna bitch
3,0,1,kieffer jason want panda express someon break like fuck stick plan plano get bitch blood
2,0,1,kieffer jason see saturday show bitch made nigga pussi ass nigga
3,0,1,kieffer jason umm sure hoe talk ugli
3,0,1,kieffer jason wtf talk plano talk pussi boy
2,0,1,kieffer jason wtf think ole pussi ass nigga
2,0,1,kieffer jason yes bitch fuck squar
3,0,1,kieffer jason dumb fuck fuck full address dumbass live plano fuck would know retard
1,0,1,kieffer jason fuck retar even funni bitch go sleep
1,0,1,kiela 128514 128514 alright fag http 5ht61nmjj3
3,0,1,kiela home fag feel like puttin shit today
3,0,1,kierstenhammond slid dms answer bitch
0,3,0,kilmead foxandfriend mean crowd crow
3,0,1,kim92493 britbritt22 pretti sure bad bitch word shawti dime
2,1,1,kim92493 nikecaptain tae rhode impli bro amp two aint nothin lil hoe mon kim
3,0,1,kimcampano 128553 128557 128557 bitch needa take note
3,0,1,kincade00 daunfuqwitable1 stoopid lu103 playcrazi anthoni 2much jack2tim dalifestyl nigga safe hoe
3,0,1,kincade00 daunfuqwitable1 stoopid lu103 mistaturk5 playcrazi dalifestyl fuck bitch
3,0,1,kincade00 pactha mac lmaooooo wash babi ass honda got caus hoe cost 1200
0,3,0,kincade00 mistaturk5 lmaooo call phone want bird migo voic
2,0,1,kincade00 watch watch hoe
2,0,1,kincade00 nigga madison play bitch ass white boy go harvard law scholarship play crazi
1,0,1,kincade00 shut bitch spit
5,0,1,kincade00 owe anyway hoe need interest shoot shit
2,0,1,kincade00 seen hoe put cash bitch imma take money spit fat ass
3,0,1,king saan feel like got marri bruh bad bitch
3,0,1,kingjvsh hanima bitch
3,0,1,kingjvsh bitch lol
3,0,1,kingtaylorxx chanelisabeth boss ass bitch bitch bitch bitch bitch
2,0,1,kingxxlopez lol marcusdenton sit make fun stand fag
1,0,1,kingxxlopez robert fuckin fag 128514 smack shit outta
3,0,1,kinkymuslim bitch music
2,0,1,kirbys08 jame kirbi fuck bitch
1,0,1,kirstynehbu faggot
0,1,0,kitlang stop oppress heard free speech stop shove lifestyl throat 1st amend tcot teabagg
3,0,1,kitten nugget69 danusaur bitch ugli one everyon leav ahahahaa
0,0,0,kitten nugget69 stfu dyke look hoe
1,0,1,kittti jpg steezeyflow nosfiend215 least black bitch parent left mcdonald park lot born
3,0,1,kittti jpg nosfiend215 steezeyflow one jump convers smelli ass bitch fuck that
3,0,1,kitti hello14 bitch argu fuk said slick shit address simpl
2,0,1,kittygurl9714 high doubt real woman prolli fat ass man fuckin care let
3,0,1,kittygurl9714 bitch mention first wrong wit psychot ass
0,1,0,klejdi may hustlin studi critic race theori peopl holder get veng hate whitey
3,0,1,klena57 someon facebook made status defend drop bomb full knowledg bitch unfriend
2,0,1,kliontiii yfly23 lol tell liv none usual redneck hillbilli place none black gangsta place either
3,0,1,klvyupthatsm3 huntermoor look like cheap tranni hooker
2,1,1,kmagalyv scandal hoe lmao
1,0,1,kmdk83 beautifulmin hope dis caus color caus know actin nigga like
3,0,1,knvcklepvck gimm one mouth close draw teeth without make look retard omf
3,0,1,kortneyalexi fuck bitch ass
1,0,1,krispy717 grizzboadam fuck gay faggot look gay ass pink shirt haha
1,0,1,kristin12909 better nig lol anyth ill flip someth tryna get cash
2,1,1,krustyiscut hoe
0,3,0,ksecus give tanke mean yanke mayb next year
1,0,1,ktpowers98 wendydavistexa good fat dyke
0,2,0,kuczaaak tyg235 kris griff ghetto know anyth sperri van
2,0,1,kuhnatekuhnit studlydubl talkin bout bitch gettin butthurt right
3,0,1,kvngkendric fight expos hoe super gay shit anyth negat sinc societi work
1,0,1,kyleefagnola call cock block faggot
3,0,1,kylegotjok yaaagirlllmeggx fuck bitch use pus hook
3,0,1,dade tri pussi
2,0,1,laceeybugg atleast dont dick breath twat licker
3,0,1,laceeybugg atleast wipe ass trashi bitch
3,0,1,laceeybugg bitch talker your short stfu
3,0,1,laceeybugg bitch smd hoe
3,0,1,laceeybugg comeov bitch
3,0,1,ladysofchoic ugli avi bitch
3,0,1,lajazz7 bitch 128545
3,0,1,lanaaabanana ladi bligh bitch got natti daddi fridg turnup
3,0,1,lancejw113 mani hoe 128514 128514
5,0,1,laser beam26 text fag
2,0,1,lauchiemac fag
0,3,0,lauramartyy wait nick mick 128514 128514
2,0,1,lauren kapitan maniac mind fuck dumb bitch matter fact get nigga hoe cuz go shit
3,0,1,lavalourri stfu prude ass basic ass bitch
0,3,0,lcl03 slope bro hahaha
0,3,0,lcl03 talk trash sinc
1,0,1,lcxancilleri faggot
1,0,1,leetrebl quit bitch faggot happi cant see faggot famili cri babi littl girl cri park lot aint man sissi
1,0,1,leiacatherinexx 8217 hurt littl faggot
1,0,1,leighvl nigga probabl watch like look uncl tom ass rasta
3,0,1,lenadunham sick bitch nutjob
0,3,0,leprechaun strong forc leprechaun
2,0,1,letsdancemofo markkelly1983 haha swat littl bitch around night start feel bit sorri serious
3,0,1,lettherainefal ann lizabeth way fuck bitch
3,0,1,lettherainefal fag gay ass shit
3,0,1,lettherainefal way fuck bitch
3,0,1,lettherainefal suck suck bitch
2,0,1,lexhound discordianslip 87pest nah would probabl call obsess faggot also nice tri though
3,0,1,lexipost30 typic ghetto girll
3,0,1,lexxay doubl penetr aka dick ass dick pussi damn time
3,0,1,lifeof brandon bitch call back
3,0,1,lifeof brandon bitch need bring ass fuck practic
6,0,1,lifeof brandon text bitch
3,0,1,lil tr1ll wait see bitch tmrw gatsbi l00pi
2,0,1,lilimaee nigger
1,0,1,lillivonschtupp 13damag brazenmodel like dat magazin black folk look like dey one chromeasom away ape
6,0,1,lilmenife 128514 128514 128514 128514 128514 yeah read shit fast bitch
3,0,1,lilmenife lil bit bitch 128526 128527 128514 128076
6,0,1,lilmenife ohh bitch gotta fck girl second lil famili frfr
3,0,1,lilthickgawdess salti pussi
2,1,1,lilylovescamel auroraabartlett like room big sloppi mess like twitter hoe
1,2,0,litigiousmind skip run eat chip browni
3,0,1,litigiousmind pretti like bitch
2,0,1,littlecbal austinmahon robert one cuss like tomorrow pussi
2,0,1,littleelexx bitch tho know sure would get ass beat bitch fact 128514 128514
2,0,1,littlelinnda nasshrodriguez linndaroos linda retard
0,3,0,littlelouie33 take hoser
3,0,1,lkxox bitch
3,0,1,lkxox bitch
3,0,1,lkxox exact bitch
3,0,1,lllexiss lukejohnson06 parhambryc laurenbeckkkk1 lil pussi back hmm
0,6,0,lloyd7121 jjauthor petermickley approxim one crash suppos mani member seal team one bird
1,0,1,lnsight suprem uncr4ft yopapi chulo omg plz stop call idiot kindergarden fuck faggot
3,0,1,logan will bishhh 128075 slap hoe
2,0,1,longbongchri see get pussi pussi
0,3,0,longbongchri hun textith
3,0,1,longbongchri nigga minut drop got fuck team bitch
1,0,1,lord jonesss none busi nigga get live lol steal one bitch 100000 128056 9749 65039
3,0,1,lordjamar disgust ban talk hiphop retard like belong retard ass logic
0,3,0,louiev lol get earli bird catch worm
0,3,0,louisck video made porn actress sexi capri anderson kiss video charli sheen http vth4r762 via youtub
3,0,1,lovenati day bitch fest mayb
2,0,1,lovenati omg retard ask weigh thousand pound feather thousand pound steel
1,0,1,luca wright955 michaelgt03 faggot
0,3,0,luchadora41 slaveri prohibit let women vote segreg jim crow law etc etc day lol
3,1,1,lucioxnava darkskin dyke
3,0,1,lukejohnson06 laurenbeckkkk1 lllexiss hey dude watch call bitch
3,0,1,lundenm dad want twat 128563
1,0,1,luvvida right around nig
3,0,1,lvnzo hell act proper live richardson much finer hoe ducanvill
4,2,1,lybr3 yes ghetto condescend especi miser fail crappi school lunch initi hypocrit
2,0,1,gast faggot
2,0,1,mabathoana garbag rapper learn like teach advanc algebra retard
3,0,1,maccabeez one know word song know sexi saxophon georg michael pussi
2,0,1,maccabeez thank bitch
3,0,1,mackgotti that never call bitch shit
3,0,1,macktology101 real psycho ass bitch lol
3,0,1,maddieevaan felicity182 english learn grammar dick suck hoe
3,0,1,maddieevaan felicity182 idk say probabl desper pussi
3,0,1,maddieevaan call besti bitch guess dog bark much
3,0,1,madi kat ogjaredh pussi
3,0,1,madi kat prolli sound like littl bitch
0,3,0,mafensk mock anyth ask believ noah arc said mock religion opinion
1,0,1,maggi burdi nickgoldapp lmao dude probabl biggest fag nebraska 128514 128514 128514 128514 128514
1,0,1,mah5h stfu white trash
3,0,1,makenzi mask boss ass bitch
3,0,1,malachic1997 appar littl pussi cant convers nevermind fight ive block well youth get frustrat easi
0,0,0,maliktend gayer faggot bed togeth 128129
0,3,0,mallenokc royceyoung extra yellow
0,3,0,mandaxll2963 yellow even better
2,0,1,marclamonthil nfl stadium play music jay former drug dealer whose diaphragm wouldnt work say nigger everi song
1,0,1,marclamonthil mention call nigger wrong witch agre amp bossi wrong call pimp still
2,0,1,marcostc nigga press pussi nuthin instead worri dat bitch fuck get chu sum money
2,0,1,marcostc right momma rais faggot
2,0,1,marcus2000 yeah hoe ass nigga 128532 128532 128532
2,0,1,mariaisab3lla point call nigger
3,0,1,marissaaxoo kakesteven mandaclementin someon need give bitch gatoraid ten
6,0,1,marissaros mouth pussi ass dick sandwich fuck kinda question
1,2,0,mark mac18 sheppast rianscalia grove trash imo
3,0,1,markoketchuck black girl lighter everi bitch needa stop playin fuckin darkskin girl bodi imag
3,0,1,marshabitch start lil bitch
0,0,0,marylene58 sunflower1790 shelliecorreia jan4usa niggress think human
0,0,0,matt chu22 ryanriehl agre take ethiopian starvin look nigger ass back africa buyfoodlittleguy
2,1,1,mattrbennett209 tri chainz heard big booti hoe
2,0,1,matti fatti fuck bitch sleev
6,0,1,mauriokart wtf tumblr bitch
3,0,1,max dashevski taber shit coon
2,3,0,mayarsharkawi fake pic http jtwuu9cysr get dismiss muzzi darknight420 jewjitsugrl begbi efilnikcufecin7
2,1,1,maycie32 mean distract bitch
3,0,1,mayhemmil faggot
0,3,0,mayormcginn usmayor senfeinstein white peopl need weapon defend subhuman trash sort unleash
0,1,0,mayormcginn racial minor crimin inclin would much worri act color race traitor
3,0,1,mbxvss trust hoe lol bigger think guy talk girl first understand
3,0,1,mcclearyb0i univers white black red one rest trash anyway make shit
6,0,1,mchastain81 theworldstori fuck bitch
2,0,1,mckinley719 uberfact mmm thank save mine point time fuck queer
2,1,1,mckinley719 mean pic idk chose one cough bitch cough
3,0,1,mckinley719 bitch kill vibe
3,0,1,mckinley719 bitch bow
4,0,1,mckinley719 fuck bitch get money
3,0,1,mckinley719 spell give wrong psh thought would bitch
0,3,0,mdsaab1 lmaoo abo crusti hand
3,0,1,meaghanyockey doltyourself annacoman thank say today bitch
1,2,0,megalexatron trash anoth confer say goodby
3,0,1,megankjanes23 scroll sick ass bitch
0,3,0,megann make browni
0,3,0,megynkelli understand need multipl autopsi guess go keep slant offic
2,0,1,megynkelli next could ask grand wizard kkk mani intoler poor soul view cunt tcot frc foxnew
3,0,1,mel0 yell0w bitch
3,0,1,meowfiesta bitch
0,3,0,mesmart029 someon recent told local yokel go use twitter account damag yeah
3,0,1,metroadlib thiiiiiii close go real east side detroit monkey ass
0,1,0,mflagginski live eye white trash hurrican milwauki peopl use bike dui save environ
0,3,0,mfsasso jim crow law segreg lynch law anti woman suffrag law amaz everyon doesnt want bring
2,0,1,mhs austin drive nigger
3,0,1,mia coop speak time tryna make look bad like eat pussi
1,0,1,michaeldbirch els expect nigger lover
2,0,1,michaelragen somesuchandco whatupag guy pussi
3,0,1,michaelray blakeanderson21 that life hoe gonna hoe could blame tammi
0,3,0,michell westt bird feather
2,0,1,michellemcaffey show much fag 128527
1,2,0,michigannews13 coach dont put posit success offens struggl put gardner program trash
0,3,0,michigannews13 wow that great languag come coach sure role model trash like account
0,3,0,mickeyhart lookin good mick
1,0,1,midgetmadz shut dirti dirt trap limp knee ashi foot blue ball isol hamster wheel nippl bitch
1,2,0,mightyfar need stop pick ufc trash though build fighter
1,0,1,mike ray7 congratul offici fuck retard
3,0,1,mikeceeno say got mani bitch swear got right one
1,0,1,mikecheck 123 favorit drink white trash everywher
