,hate+offensive_count,non-hate_count,class,tweet
1459,3,0,1,8220 optic_nadeshot longer side bitch prosynd http t.co qwcuna7vcv 8221 zneezy2good 128514 128557
1460,3,0,1,8220 osmanmasabah spit peopl show rais right. anoth word bitch nigga trait. 8221 victorsmith90
1461,3,0,1,8220 prayingforhead spongebob beat bitch http t.co ewihbsqek8 8221 based_shinigami
1462,3,0,1,8220 paigehardesti relationship made two.. bitch know count. 8221 amen
1463,3,0,1,8220 papi_sez everyon think unfunni pander jizzbag automat troll thatupsdud 8221 hate color folk
1464,3,0,1,8220 pharaohja darkskin girl ugli 127383 127378 http t.co dyeay2t5aa 8221 flawless ass bitch
1465,1,2,0,8220 plmpcess fashion world urban mean stolen black peopl ghetto urban haha http t.co s0xwgflj9c 8221 128588
1466,3,0,1,8220 poeticallylucki like bitch gotta pretti pussi loos 8221 witchcraft
1467,3,0,1,8220 postbadbitch http t.co adhjngzvpg 8221 white girl holla nooooo brotha ugliest bad built hoe ever
1468,3,0,1,8220 postbadbitch http t.co rpo0quumbm 8221 young hoe amp pillow
1469,0,3,0,8220 prayforjack surviv swine flu bird flu west nile bloomberg administration. i'll fine 8221 abort survival. cant 4get
1470,3,0,1,8220 prettyxey fyi http t.co r9juot4bgq 8221 favorit type bitches.
1471,1,2,0,8220 pubesonfleek tweet trash 8221
1472,3,0,1,8220 putya_han_onit 8220 tweets_nochil small titti bitch pierc nippl look like staples. 8221 128514 128514 128514 128514 128514 128514 128514 128514 128514 8221 lmao
1473,3,0,1,8220 quathegreat readi blow bitch 128293 http t.co y89oj5yh9m 8221 bring rello
1474,3,0,1,8220 queendev_ what_evaittak find anyth hold hair let alon put poni 8221 bitch said post bust pic 128557
1475,0,3,0,8220 queendev_ leav trash 128552 8221 128557 128557 128557 sick
1476,3,0,1,8220 quis_2turntup 8220 1017_sqquad iont got type 8221 bad bitch thing like 128111 128131 128131 8221 aye i'm live life
1477,1,2,0,8220 raleighbeough dumb beaner 8221 http t.co r0habeqhsu
1478,3,0,1,8220 ramzyjay tri keep bitch lay away 8221 way feel
1479,3,0,1,8220 rawritstaraa trust bitch nah 8221
1480,3,0,1,8220 redheadray_ wrong get bitch start talk shit 128514 8221 yes
1481,3,0,1,8220 regularassron ain't noth better life meet hoe full time job 8221 let benefit nigga
1482,3,0,1,8220 rell1hundo what_evaittak boney shit right 128514 8221 seen walk street ctfu crib tho lucki nig.
1483,3,0,1,8220 residimpl heard thigh gap way tell bitch pussi loose. 8221 http t.co osjvjzjxcg
1484,3,0,1,8220 residinero jenny_d residinero threw hoe away also threw life away 8221 bruhhh 128557 128557 128514 128514 128514
1485,3,0,1,8220 residinero tonyjetsfoo lol haha 8221 deez nut bitch
1486,3,0,1,8220 residinero hate drive rain. -_- 8221 drive deez nut botch mouth hoe
1487,3,0,1,8220 retrospidey opinion irrelev 8217 cunt. 8221 sumorerun
1488,3,0,1,8220 revdennismil true noth shut libdog bitch like bark anyth punt_cunch 8221 that called...preach truth
1489,3,0,1,8220 rightinher_pssi fuck right pussi https t.co 3yw7mhlrhu 8221 wish dude grandpa 128514
1490,3,0,1,8220 rihannaglf see bitch talk smack playground http t.co epdgxmzksr 8221
1491,9,0,1,8220 rileyybryn 8220 devon_sheaa want panda express 8221 panera 8221 big booti hoe 128514 128514 128514 128514
1492,3,0,1,8220 rojustdgaf tho bro landoup hate nosey bitch.... 8221 other
1493,3,0,1,8220 ronstackin got money gun gold bitch stack nigga fuck net beef shooter get nigga 8221 bring dat friday den
1494,3,0,1,8220 rspectmy_pretti bitch come hope bout slick shit yap 128064 8221 thuggin
1495,3,0,1,8220 rudeboi_drew i'm finna eat pussi 8221 lmao
1496,0,3,0,8220 rudenation21 girl take snap back beani lol 128169 that dollar hat beani 128530 8221 let take
1497,3,0,1,8220 rudepost new breed white girl... https t.co 0zsu3zqixd 8221 slam bitch 128527 128514
1498,3,0,1,8220 runyacheckup 8220 shane_a1 bitch pay get dem pregnant 128588 8221 128514 128514 128514 128514 128514 8221 fam ion see nicca poppin kid
1499,3,0,1,8220 ryeordi nigga want pussy. ain't give out. lie dilemma. 8221 that cool
1500,3,0,1,8220 rylannwilliam woodchuck20 ravenkiann hahahaha bitch make fall love 10084 10084 10084 10084 10084 10084 10084 8221 128514
1501,3,0,1,8220 rylannwilliam buy tattoo wife girl 128521 128540 128527 8221 128514 bitch
1502,3,0,1,8220 saadthesav bitch say ray rice got deserv month ago want man free 128056 9749 65039 http t.co vfn1is7wx3 8221 smh 128514 128514 128514
1503,3,0,1,8220 salutemyrainbow 8220 thatkiduriah bitch like messi bun. http t.co jffxnwv1di 8221 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 8221 128072 128072 128072 128553 128514 128514 128553 128079 128557
1504,3,0,1,8220 savingnoho ask imma eat pussi https t.co 6wvjrc3m1q 8221 128128
1505,3,0,1,8220 sem25liv girl eat pussi girl shoulda nigga 8221 that jam
1506,3,0,1,8220 sem25liv leav bitchin bitch 8221
1507,3,0,1,8220 smithaaaaaa 8220 tats_nsnapback last night well.. fun lmao 8221 got pussi vern 8221 unfortun lol
1508,3,0,1,8220 s_hawn24 y'all femal love y'all bum nigga jail bird.. 8221
1509,6,0,1,8220 sair____ lucki ashit got shawti want 128527 128175 8221 niggah tryna keep
1510,3,0,1,8220 sam_james3 khalilre aknadnry get bro http t.co qjjvynwqio 8221 bae textin anoth nigger
1511,0,3,0,8220 sarabiaerik accident ate pot brownie. guess goe pledg drug free life lolz 8221 lmao colleg
1512,2,1,1,8220 sexreiationship els think lip bite fuck sexi 8221 maiapapayyya_ bitch bite hard put hoe
1513,3,0,1,8220 sexmat kid call nigger xbox http t.co wgvceponh8 8221
1514,0,3,0,8220 sexualmed feel i'm throw trash away... http t.co qq94n1rd5n 8221 everyday school.
1515,3,0,1,8220 sexualgif make wcw amp hoe favorit https t.co ind1von4jh 8221 128520 128520 128520 128514 128514
1516,3,0,1,8220 sexyunderher femal know hoe realli coolest chicks....al sex asid 8221 lmao
1517,3,0,1,8220 seymourblanco game fuck yall bitch amp yall attitud 128514 128514 128514 128557 128557 http t.co rlrnybfedt 8221 128557 128557
1518,3,0,1,8220 shesoviciouzz might warwith1gun y'all femal pussi wet caus cri 8221 smh
1519,3,0,1,8220 shetwirlsmykan3 say bitch bad woman good ladi better 8221 lupe
1520,0,3,0,8220 shessoblessed_ oreo milk 128523 8221
1521,3,0,1,8220 shiannealvarez 187xo_ mayb cuz put trust bitch lady. 8221 mayb fuck song
1522,3,0,1,8220 simplyhyp kobebry shut fuck fuck trash nigga work anoth ring 8221 http t.co 6rlenkr7e
1523,2,1,1,8220 slimthickchick 128525 128525 128525 128525 http t.co qmhkkqh8hg 8221 kid yellow rock hard
1524,3,0,1,8220 smokinonkaya_ 8220 nilaja_ everybodi love dej loaf 8221 caus that wifey 8221 fuck kaya dat bitch.
1525,3,0,1,8220 sodamntru live constant fear shit bird 8221 well actual fuck happen sooooo. 128529
1526,3,0,1,8220 sotribe_kasey surround bad bitch can't keep face 8221 128064 128064 wheretheyatdo 128514
1527,3,0,1,8220 son_goku_tho gero made android destroy world das sum bitch nigga shit would program girl android gimm sum neck 8221
1528,3,0,1,8220 southern_gi 8220 kingshelton_ dumb bitch award goe .... http t.co iubl31qn6i 8221 128557 8221 that uncl sam
1529,3,0,1,8220 southsidev let girl handcuff bed thinkin gon someth freaki bitch went phone 8221
1530,3,0,1,8220 southsidev pussi treat condom like car treat seatbelt kept beep put 8221 128514 128514
1531,3,0,1,8220 stamp_denis djsir_freshley almost yrs. one sinc fckn hoe huh. 8221 http t.co 9bgr2766k8
1532,3,0,1,8220 stevestfl relationship end life. stop whini bitch 8221
1533,3,0,1,8220 stfu_nobodycar codizzllee satisfied_x fck like hoe thank ima classi 128128 8221 128128 128128 128128 128128 128128 128128 bitch i'm dead
1534,3,0,1,8220 stfu_nobodycar hate bitch come school musti like walk hous stank mama ain't shit 8221 128514 128514
1535,3,0,1,8220 stogneralli jealous bitch like ... 128514 128530 127797 128514 128514 128514 128128 8221 128514 128514 128514 subtweet hoe
1536,3,0,1,8220 stoney_blu y'all big braid gell babi hair havin bitch look like dashiki menac ... discuss 8221 128514
1537,3,0,1,8220 sukasu uce_ina nawwww hoe sittin floor damn couuuuuch 128131 birthday feb naa 8221 nope
1538,3,0,1,8220 sydneysantana_ treslyon i'm dead 128128 128128 hoe http t.co pykjhqbp19 8221 idk felt like flame lol
1539,3,0,1,8220 thqcheerio 8220 tropicalblanket 128522 http t.co ywj1i0wma9 8221 sleep bitch 8221 stfu
1540,3,0,1,8220 tketterhagen 8220 lars_matthew 8220 nspan17 realli like like peopl town everyon els faggot 8221 8221 8221
1541,3,0,1,8220 tketterhagen better bitch ass peopl class tomorrow 8221
1542,3,0,1,8220 tp_three westsidefle kekepalm damn got wifey 128561 128561 128534 128534 128555 128553 128553 128553 8221 fall back nigga 128299 share hoe
1543,3,0,1,8220 tvemik catch girl hoe shit behind back https t.co v4fz6rxxwd 8221 128553 128514 128514
1544,0,3,0,8220 twolvegirl find want googl yellow king truedetect 8221 kid go
1545,2,1,1,8220 t_flye http t.co s0kavo4d3 wet 128076 128166 128166 8221 say trav see got hoe cali send money
1546,3,0,1,8220 taecocki bitch childish https t.co 4zkmor7sn8 8221 one sister would'v crash 128514
1547,3,0,1,8220 taggs0967 nigeldixon1 caliboy4 nigel think know dumb smart 8221 shut bitch ass
1548,3,0,1,8220 tedofficialpag fuck bitch left like... http t.co x41q6luh37 8221 128553 128553 128514
1549,3,0,1,8220 teelayde justkarahn what_ido yasss bitch get paid tho 128514 128514 8221 long dnt act crazi
1550,3,0,1,8220 teenaaasti half y'all hoe still got nut y'all babi hair shut 128530 8221 http t.co yyfcnfqzpc
1551,3,0,1,8220 terren_janay nobodi want bum 8221 except bum bitch
1552,3,0,1,8220 thareallilwang girlfriend slut 8221 dat hoe
1553,3,0,1,8220 thadisr ladi nigga alway wanna parti everi weekend basic side hoe shop 8221 128514
1554,3,0,1,8220 thatdamntwerk1 gonna take drtruth247 hoe gonna let come spend money 8221 listen
1555,3,0,1,8220 thatdamntwerk1 beef bitch titti look like sleep... laidback_813 what beef... 8221 http t.co p2lr0nko6o
1556,3,0,1,8220 thatirvn today long practic 8221 bitch 128529
1557,3,0,1,8220 thatindianbruh food pussi pussi food food 8805 pussy. 8221 http t.co zj3zyduxko
1558,3,0,1,8220 thedevonclark swear see snow tomorrow.... http t.co uesygaqlhx 8221 bruhh sound like basic white bitch
1559,3,0,1,8220 thedukeknight typic hoe costum cat nurs bunni polic offic 8221 128129
1560,3,0,1,8220 thefatami excus bitch need shout. 8221 laurasimpson19 jdjohnson7
1561,1,2,0,8220 thefunnyvin red neck ice bucket challeng 128514 https t.co cagp3niofd 8221 must sip. redneck
1562,3,0,1,8220 themanoncampus 8220 vsamon 5hawtyyi smoke skate twerk 8221 i'm innat hoe 8221 yas
1563,3,0,1,8220 therealmfast hate shit like y'all bitch think that cute http t.co uxszexguju 8221 total cloth violat
1564,3,0,1,8220 therealtenski miss 8221 pussi
1565,3,0,1,8220 therealtooti smoke like backwood day 8221 cop dem bitch box woe http t.co ldr5s3kpng
1566,0,3,0,8220 thesportsdiva23 adam jone homer yanke lead 5-3. 8221 guy monsta
1567,3,0,1,8220 thequeentommi savanigga alreadi go http t.co 41fpnfeovb 8221 look side hoe daddi walk room.
1568,9,0,1,8220 tinnytimm 9994 128558 gey af. boy i'm glad i'm close you. dumb bitch 8221 guy say love 128527
1569,3,0,1,8220 tinypinkisboss can't stand playin ass nigga 9995 8221 bitch
1570,1,2,0,8220 tom_2tim make weed browni tonight 8221 goin slide batch relo
1571,3,0,1,8220 tooeffincool hoe love... oomf 128527 lol 8221
1572,3,0,1,8220 torijberman lover http t.co pjphvgw4f2 8221 old bitch 128514
1573,3,0,1,8220 torijberman shavonn ballet middl street last night fell 128553 128553 128514 128514 128514 128514 128557 128557 128557 8221 128557 128557 128557 bitch ballet
1574,8,1,1,8220 traceydee98 want pussi dinner 8221
1575,2,1,1,8220 trapfuhr nude trash gotta draw cloth back send back http t.co jx7mc32bkv 8221 128128 128128 128128 128128 128128
1576,3,0,1,8220 tremelvin hoe like omg love new comb 10084 65039 http t.co nuyjux1sk3 8221 thought perro
1577,3,0,1,8220 trillog_malik vintage_monroe_ knee ass 8221 crow ass
1578,3,0,1,8220 trillog_malik vintage_monroe_ slut hoe 8221 thot whore
1579,6,0,1,8220 trillvanillaaa feel like twerk 128514 128514 8221 pussi stank 128581
1580,3,0,1,8220 tripleogi_ kany might first nigga success save hoe. 8221 lol origin tweet
1581,2,1,1,8220 truth_305 miami keeper 8221 hard find hoe like brain wrestl
1582,2,4,0,8220 tryhardsilva quot weezi vers i'm diamond rough like babi trash
1583,3,0,1,8220 tryhardsilva quot weezi vers 8221 like bitch ass aint got shit
1584,3,0,1,8220 tvvitterfamous ugli stick one 07cannon new avi trash nah 8221 http t.co 761mk9zkci
1585,3,0,1,8220 tweetmetfout goofi viridoesitt goofi nigga simp chick communiti pussy.. 8221
1586,3,0,1,8220 twittahcween alway tryna degrad girl amp shit 128530 really..pussi amp ass almost yall think shuuutt iittt 8221 sometim
1587,3,0,1,8220 tylawson3 i'm never wear headband either 8221 hoop like lil bitch tho...
1588,3,0,1,8220 tyga ain't hoe. 8221
1589,6,0,1,8220 tylar____ singl shit bore 128555 128530 8221 suck bitch
1590,2,1,1,8220 uccrush trenton gossman sexiest hillbilli ever seen 8221 128129 128514 128514 128514
1591,0,3,0,8220 utrag colt mccoy win 8252 65039 hookem 128002 8221 he still trash
1592,3,0,1,8220 ucfgawd cri guy thanksgiv nah bitch pick head make turkey soggy. 8221 thank a'shanni pat turkey dri
1593,3,0,1,8220 unlike_societi good pussi make nigga regroup 8221 pull get thought togeth 128514 128514
1594,3,0,1,8220 unbearabletier_ ate oomf pussi 8221 128064 128064 128064 128514 128514
1595,3,0,1,8220 untouchable_t ion care none bitch 8221 128175 128175 128175
1596,3,0,1,8220 untouchable_t never seen mani perfect bitch til made twitter 128564 128056 9749 65039 8221 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175
1597,3,0,1,8220 vinnyguadagnino i'm boss ass bitch 8221 sarahninjaginga
1598,3,0,1,8220 vabtwin8211 vivalaquintaa agre eat pussi much better 8221 nasti
1599,3,0,1,8220 vishaldagod fuck wcw dat bitch crush 8221
1600,9,0,1,8220 weeedith want bitch big boooti bitch 8221
1601,0,3,0,8220 worstraplyrlc http t.co he19tifqfx 8221 trash...
1602,3,0,1,8220 wavygodd like ghetto femal 8221 128567 128078
1603,3,0,1,8220 weakass_drex jennif hudson lose weight anybodi fat ass hoe 8221 128514 128514 128514 128514
1604,3,0,1,8220 weirdlilthingz stop give nigga pussi stop actin like care 8221 true total ...
1605,3,0,1,8220 whale__tail wanna workout come back home lay bed 8221 jerk kill two bird one stone.
1606,2,1,1,8220 whattheffact orangutan tri sex actress julia roberts. 8221 smart monkey 128514
1607,3,0,1,8220 whoscherri ever met bitch fuck nigga pussi admit 8221 bitch bitch.
1608,0,3,0,8220 willyc14_ 8220 urbie_6 singlebecaus ill find cute hoosier date next year 128527 8221 tgold32 8221 connorbradley
1609,3,0,1,8220 woo_chamberlain made interview bitch. 128526 8221 --finess huh lol
1610,3,0,1,8220 worldstarfunni love hoe http t.co wekdl09bq5 8221 ilovebamf 128076
1611,3,0,1,8220 wowitsdylan fuck bad bitch rather good girl who freak time 128525 128525 8221
1612,3,0,1,8220 xenoss_ 'singl af' care ugli anyway 8221 pussi
1613,3,0,1,8220 xenoss_ love hoe 8221
1614,3,0,1,8220 yaboyroshi tri smash pussi stank http t.co alfwpumnl 8221
1615,0,3,0,8220 yanke yanke red sox scoreless play 2nd inning. 8221 bambino watch
1616,0,3,0,8220 yanke alfredo acev reliev cc_sabathia 4th. yanke 8221 need away gas
1617,0,3,0,8220 yattab cav trash.. heat trash.. smh 8221 pat gotta make trade
1618,3,0,1,8220 yeridze i'm bitch like vikyfdez15 128129 lol 8221 sorri sorri tri give hint want speak idc 128524
1619,3,0,1,8220 youregayif 1227jar shut faggot. 8221 128514 set
1620,0,3,0,8220 yummi oreo ice cream cake 128588 http t.co dvabpmgqjo 8221 128525
1621,3,0,1,8220 yungethiopian got natur mean face havin mean mug ion even knowin bitch shut fuck 8221 right
1622,3,0,1,8220 zeecobb want birthday femal larg buttocks. 8221 big booti hoe
1623,3,0,1,8220 zvckslvt3r704 sister shittin hos vsamon wodeh bout dat action http t.co nzhxa8gua5 8221 128536 128536 128536
1624,3,0,1,8220 _1kane lmaooo find shit funni y'all hoe ain't content work one nigga http t.co dbtcv0fbn1 8221 that bore
1625,2,1,1,8220 _4ever_slim look like cotton picker tho kb_three put field work 127944 8221 damn dee got joke
1626,3,0,1,8220 _beautifulkeezi 8220 100046729 _beautifulkeezi wassup 8221 bye 8221 bitch outta order
1627,6,0,1,8220 _beautifulkeezi 8220 100046729 bitch lie 128514 128530 8221 128064 128064 128064 8221 messi yess
1628,6,0,1,8220 _beautifulkeezi alyssa ignor bitch better text back caus i'm serious 8221 fuck smokey
1629,3,0,1,8220 _beautifulkeezi i'm put sooooo much nut fuck mouth gts frfr 128514 128514 128514 128128 8221 bitch nasti
1630,5,1,1,8220 _beautifulkeezi winning. 128525 128525 128525 http t.co jf6u54cmw3 8221 128514 128514 128514 bitch
1631,3,0,1,8220 _beautifulkeezi boy told lyssa make 128514 128514 128514 128128 8221 128514 128514 128514 128128 yes bitch need
1632,6,0,1,8220 _beautifulkeezi hoe play like send babi cain niggah 8221 yesss messy.
1633,3,0,1,8220 _bitchbuh shoot nigga shorti bitch 128299 128514 8221 8252 65039 8252 65039
1634,3,0,1,8220 _bucketsmcnasti point jealous cuz dee hoe everybodi 128175 128175 128175 bucketsproverb 8221 http t.co huh4hbkywi
1635,2,1,1,8220 _bunnycocaine_ oomf hoe hopper 128514 128514 128514 8221 127806 128064 127806
1636,3,0,1,8220 _ciaraaa thing love 8212 http t.co d23mkpgmxu 8221 food weed pussi life 128129
1637,3,0,1,8220 _cocakoula oomf fake bitch ass nigga point blank period. smh 8221 awwww shittttttt
1638,3,0,1,8220 _derooo 8220 viridoesitt lose sweet.. 8221 ain't lose hide lmfao viri tryna smoke hoe self 8221 128514 128514 128514 boy...
1639,3,0,1,8220 _dmill_ 8220 1blackmigo kyri fast bitch ball 8221 look like lol 8221 lol wish
1640,3,0,1,8220 _dominiquec thompson_era hahaha much thotti 8221 never fear captain save-a-thot save hoe 128526
1641,2,1,1,8220 _georjay zoeboi03 happi birthday littl bitch. 8221 bofl made laugh read 128514 128514
1642,3,0,1,8220 _imtrillasfuk snap chat name pleas 128527 128171 128166 8221 bitch snapchatt
1643,3,0,1,8220 _jamal___ hoe ain't loyal 8221 ain't
1644,3,0,1,8220 _jiar 8220 wb_pooh_3x bitch 128064 8221 yeah 128064 8221 know probabl parti 128553
1645,3,0,1,8220 _kingcorey_ got giggl i'm fag ain't gon lie lol 128514 128514 8221
1646,3,0,1,8220 _kingrichyyyy nofly_zone8 1017_sqquad bitch 8221 need lock ass sayin stupid shit like
1647,3,0,1,8220 _leyahhhh_ one like ass bitches. 8221 128079
1648,0,3,0,8220 _lovecarolina_ laker go trash season can't wait 128588 128079 128530 8221
1649,3,0,1,8220 _onebadcr boyfriend eat pussi day long real mvp 128557 128079 8221 http t.co 6dimz71mpv
1650,3,0,1,8220 _ottomatt make salad veget bitch give break. 128514 128557 128514 128557 8221 potato salad
1651,3,0,1,8220 _perarl happi morn shave pussi cute alway set good day 128522 8221 need dick
1652,3,0,1,8220 _playachri laugh tryna stunt bitch forgot went know got amp got 128514 128514 8221
1653,3,0,1,8220 _sickwitit wish tonight purg get hunt 8221 shut hoe ass
1654,6,0,1,8220 _thecrownedhead tell y'all i'm tri turn bayou classic drinker 128520 8221 bitch got id.
1655,3,0,1,8220 _withfiness 8220 shane_a1 lol 4got rose dat nicca tho 8221 never forget. 8221 lol yee trippin
1656,1,2,0,8220 __bino look nip ring can't wait chang mine 128527 8221 128221 128064 128209 lmao
1657,1,2,0,8220 __black_jesus 8220 lil_aerii happi new year 127882 127881 127881 127881 127881 127881 127881 127882 127882 8221 check clock hun got anoth hour lol.. 8221 lil count thing
1658,3,0,1,8220 __iamannay bitch gotta work hard clean shit without rip skin 8221 lmaosjdusubej
1659,3,0,1,8220 __idonthaveon friend insensit bitch 128514 8221
1660,3,0,1,8220 __lilboodyjudi i'm tryna get snow day dick 128514 128514 128514 128514 8221 gon make nicca wreck tryn pull 128514 128514
1661,3,0,1,8220 __neecol like bitch follow 8221 128064
1662,3,0,1,8220 ___tamm voiceofdstreetz cuz hoe lol 8221 cuz went lil rant man
1663,3,0,1,8220 ___tamm voiceofdstreetz hoe azz boi 8221 i'm sniff sniff sorri sniff sniff http t.co ctmwgweknl
1664,3,0,1,8220 __austinnn satisfied_x 128175 bitch 8221 128514 stop call ball
1665,3,0,1,8220 __iamjazz ion eat cat 128581 8221 bitch gay
1666,3,0,1,8220 __kiant 8220 1017_sqquad iont got type ... bad bitch thing like 8221 ayee 8221 throw ass sphere 128064 128514
1667,6,0,1,8220 __marsh nigga hoe man swear 8221
1668,6,0,1,8220 __nijel hoe mimi said hurt hand 128529 8221 128514 128514 128514 bitch throat 128514 128514
1669,3,0,1,8220 __tharealist 128530 dis hoe bri fuck wet dream 8221 pop dream like http t.co asiqg6ebpb
1670,3,0,1,8220 __tharealist voiceofdstreetz hoe broski gotta look dat shit 8221 128064 128064
1671,3,0,1,8220 __tharealist lil bitti bitch 8221 128079 128079 128079 128079 128079 lingo
1672,3,0,1,8220 __tharealist shawti wanna charg pussi i'm like whoa 128561 8221 turnt cash use fuck free
1673,3,0,1,8220 _ajoyaaa victor amp shawn leg hurt jigg everi damn night 128530 8221 128514 128514 128514
1674,3,0,1,8220 _chanaee_ lol someon told hoe sent 128514 128514 128514 http t.co b5xbkamv4x 8221
1675,3,0,1,8220 _chelousmuch_ bitch weakkk vic 128514 128514 128514 8221 128514 128514
1676,3,0,1,8220 _chrisbrazel fuck girl peep chang nigga squar 128514 128514 128514 128514 128514 https t.co fzx4ws7eee 8221 128514 128514 128514 128514 bitch ass
1677,3,0,1,8220 _getmeauxmoney nobodi care kirk bosley 8221 care bout cousin hoe
1678,3,0,1,8220 _hellmel men hop feel much quicker women. 8221 128520 hop bitch
1679,3,0,1,8220 _heyshelbi bitch i'm bitch i'm griiind 8221 thug luuuuuuv
1680,3,0,1,8220 _honeysay phone charg backward 128533 8221 retard
1681,3,0,1,8220 _imshawnte want pussi wishfulthink 8221
1682,3,0,1,8220 _kbhick thekaosyatti hoe lol 8221 damn next time nicer lmfao
1683,3,0,1,8220 _mahoganylov3 right kingdominicus idk one sell pussi 8217 way high http t.co jsdmsucdm0 8221
1684,3,0,1,8220 _nicolehayley_ thompson_era ahhh know smart donni 128516 yes 128514 8221 yass i'm glad speak mind 2face hoe
1685,6,0,1,8220 _tellmeboutlov gave bitch bib sinc wanna act messi 8221
1686,3,0,1,8220 _thegodmoth excit boosi get valentin day 8221 get vday pussi allstar weeekend pussi mardi gras
1687,6,0,1,8220 _xcianna like popey spici chicken 128545 8221 bitch boa trippen
1688,6,0,1,8220 _yeaimmaboss 8220 100046729 wonder oomf like want fuck would wrong 128533 8221 one brave bitch 128514 128514 8221 one day 128553 128514 128514
1689,3,0,1,8220 _yeskala wonder meet dude that bitch ass nigga day 128514 8221 128588 128553
1690,3,0,1,8220 abigayvazquez _nicole214_ tonyjetsfoo yeah lowkey love know he nigga 128076 8221 love hoe
1691,3,0,1,8220 aerinblazin i'm much nigga much hoe 128129 8221
1692,3,0,1,8220 alexvelazquez49 jordyn stay make fun eat like littl bitch
1693,2,1,1,8220 alicia_688 actual surpris hard vice504fli crib listen nig g-eazi 8221 diss homi
1694,3,0,1,8220 alicia_688 aint special niglet vice504fli i'm chill wit greg ppl walk ask take pic 8221 hatin
1695,3,0,1,8220 almightyburr gotta buy anti-slip shoe hoe catch slip 8221
1696,0,3,0,8220 anallanusa32 realli cool good basketball. zebra 127936 128060 8221 willball4lif
1697,3,0,1,8220 annijohnesc 100046729 grow bitch 128514 128514 128514 128514 8221 128514 128514 128514 128128 cute 128514 128514 128514 128514 128514 128514
1698,3,0,1,8220 arrogantori scrappi alway reunion hella hoe 128514 8221 real nigga lmao
1699,3,0,1,8220 avelindn girlfriend hoe text yanno 128519 8221
1700,3,0,1,8220 ayyceethegreat realli anyon talk thing start go wrong... 8221 aight hoe ass nigga
1701,3,0,1,8220 badnradbrad whattheflocka morbidmermaid sydney favorit 8221 nigger love
1702,3,0,1,8220 bbluedreamm 8220 pouyalilpou depress got hoe 8221 8221
1703,3,0,1,8220 beautiful_bleus still fucn 8221 bitch corni
1704,3,0,1,8220 beautifullapril take summer. bing alll fli bitch bless atl turnup 8221 thank 128513 128513 128175
1705,3,0,1,8220 bigg_boss23 never get twitter get bitch fight niggas. even femal bruh.. 8221 http t.co kf6pxgkjxr
1706,3,0,1,8220 blyth33 8220 chaserojo fuck top lip http t.co izbpn0pms9 8221 pussi 8221 lilshwenda
1707,3,0,1,8220 bonnoxxx webbmadethi mane skinni bitch playin lol take weight class anoth level 8221 128557 128557 128557 128557 128557 128557 128557 128557 128557 128557 128557 128557
1708,3,0,1,8220 boojiequ 128514 128169 webbmadethi lemm find niggaz let bitch shit face 8221 128557 nigga weirdo
1709,3,0,1,8220 briceokc cigarett gross -half bitch smoke cigarett 128530 8221 gfys__
1710,0,3,0,8220 butter_obama hate attempt make yellow light car infront stop light 128545 128545 128545 8221 8252 65039 want fight 128514
1711,6,0,1,8220 bwanaaa_16 like bitch 8221
1712,3,0,1,8220 candacevon nigga talk bitch day 128530 8221 fact
1713,3,0,1,8220 cb_mari what_evaittak 128563 128553 128514 128514 bitch know.. lmaooo 8221 128514 128514 128514
1714,3,0,1,8220 cb_mari fuck text 128526 movement. lmaooo 8220 koleworld4 court text rub 128514 8221 8221 use bitch bout tho 128553
1715,3,0,1,8220 cb_mari need find damn job. 8220 what_evaittak cb_mari need find bitch job 128553 128553 8221 8221 right
1716,3,0,1,8220 chloekosik dont fuck youuu lil stupid ass bitch aint fuckin wit lil dumbass bitch aint fuckin wit 8221 kaylamauser_
1717,3,0,1,8220 chloeonvin are. you. kidding. me. right. now. http t.co lfsvymmqtn 8221 i'll smack hoe
1718,3,0,1,8220 chloeonvin sarcast lil bitch love sleep eat 8221
1719,3,0,1,8220 chrisbrown hoe ain't loyal would know caus i'm hoe fan damn sure 8221 real
1720,2,1,1,8220 cierravillela yeah realli far alright like live whole lot hick haha
1721,3,0,1,8220 clzcdxx bitch ass elf 8221 morbidmermaid
1722,3,0,1,8220 cmencarini dont trust girl 8221 cant trust hoe
1723,3,0,1,8220 codizzllee satisfied_x stfu_nobodycar well know victoria secret now. 8221 yea cocoa puff bird fuck
1724,3,0,1,8220 codyaveresch paint brush bugatti stundentpaint bitch 8221 paint like one french girl
1725,3,0,1,8220 coffincreepxx whatareolli niggah friendzon 8221 daaaaaaaam.. 128532
1726,3,0,1,8220 coffincreepxx jose fuck mean like damn bitch lol 8221 fuck
1727,3,0,1,8220 colormeprettyyi xo_tavia bitch back home now. 8221 128514
1728,0,3,0,8220 coltscommun pacer nflcolt indystar chuckstrong goldswagg http t.co 6q5wm3vu 8221 that awesom 127936 127944 128077 128076 9757 hoosier
1729,6,0,1,8220 comedianjayski happi hour time best time day 8221 nigga know bout happi hour hoe
